,Date,AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region
42,3/8/2015,1.17,408403.96,3425.53,290512.65,78.96,114387,113811,576,0,conventional,2015,Boston
43,3/1/2015,1.11,485736.1,4106.42,383573.77,192.98,97863,97423,440,0,conventional,2015,Boston
44,2/22/2015,1.23,355432.28,3232.68,251341.3,142.33,100716,100498,218,0,conventional,2015,Boston
45,2/15/2015,1.2,399883.99,3794.97,281106.45,143.41,114839,114284,556,0,conventional,2015,Boston
46,2/8/2015,1.04,609985.34,7653.19,495731.7,383.73,106217,105403,813,0,conventional,2015,Boston
47,2/1/2015,1.22,490022.14,6082.88,373452.06,272.81,110214,109901,313,0,conventional,2015,Boston
48,1/25/2015,1.17,409343.56,4730.77,288094.65,45.98,116472,115538,934,0,conventional,2015,Boston
49,1/18/2015,1.23,401331.33,4383.76,287778.52,132.53,109037,108669,368,0,conventional,2015,Boston
50,1/11/2015,1.1,437771.89,5548.11,320577.36,121.81,111525,111193,332,0,conventional,2015,Boston
51,1/4/2015,1.02,491738,7193.87,396752.18,128.82,87663,87407,256,0,conventional,2015,Boston
0,12/27/2015,1.35,96233.08,1367.81,39542.83,85.76,55237,55237,0,0,conventional,2015,BuffaloRochester
1,12/20/2015,1.37,90867.51,1164.92,38430.71,106.67,51165,51165,0,0,conventional,2015,BuffaloRochester
2,12/13/2015,1.35,98473.23,1421.12,40783.22,66.45,56202,56202,0,0,conventional,2015,BuffaloRochester
3,12/6/2015,1.23,108457.82,1737.71,58197.34,167.12,48356,48356,0,0,conventional,2015,BuffaloRochester
4,11/29/2015,1.39,79973.14,1514.69,35682.71,113.49,42662,42662,0,0,conventional,2015,BuffaloRochester
5,11/22/2015,1.4,90242.31,1711.77,38780.66,107.53,49642,49642,0,0,conventional,2015,BuffaloRochester
6,11/15/2015,1.36,99703.72,1803.78,41457.12,107.48,56335,55593,742,0,conventional,2015,BuffaloRochester
7,11/8/2015,1.3,111038.95,1288.83,49507.25,55,60188,58886,1302,0,conventional,2015,BuffaloRochester
8,11/1/2015,1.23,118541.11,2181.17,61874.92,186.4,54299,52956,1342,0,conventional,2015,BuffaloRochester
9,10/25/2015,1.36,99554.55,1545.57,36645.91,79.64,61283,59381,1902,0,conventional,2015,BuffaloRochester
10,10/18/2015,1.29,106083.75,1536.35,40701.65,58.28,63787,62627,1160,0,conventional,2015,BuffaloRochester
11,10/11/2015,1.3,109153.84,2170.49,50862,96.18,56025,54830,1196,0,conventional,2015,BuffaloRochester
12,10/4/2015,1.33,98900.48,3020.03,38353.35,101.43,57426,56141,1284,0,conventional,2015,BuffaloRochester
13,9/27/2015,1.31,90745.72,1908.16,60292.79,106.47,28438,27767,671,0,conventional,2015,BuffaloRochester
14,9/20/2015,1.54,60624.47,1445.25,39831.66,88.61,19259,18438,821,0,conventional,2015,BuffaloRochester
15,9/13/2015,1.59,73043.2,1572.71,48468.73,134.33,22867,22422,446,0,conventional,2015,BuffaloRochester
16,9/6/2015,1.56,76139.58,1471.69,49388.48,173.32,25106,25093,13,0,conventional,2015,BuffaloRochester
17,8/30/2015,1.38,83731.42,1406.11,61600.62,241.67,20483,20483,0,0,conventional,2015,BuffaloRochester
18,8/23/2015,1.49,68953.29,1287.09,43655.31,170.47,23840,23840,0,0,conventional,2015,BuffaloRochester
19,8/16/2015,1.5,69798.09,1230.78,45937.58,258,22372,22372,0,0,conventional,2015,BuffaloRochester
20,8/9/2015,1.47,81830.13,1139.74,56289.28,349.19,24052,24052,0,0,conventional,2015,BuffaloRochester
21,8/2/2015,1.47,78162.92,1447.81,44620.7,471.55,31623,31623,0,0,conventional,2015,BuffaloRochester
22,7/26/2015,1.39,91825.07,1679.28,45615.48,741.77,43789,43789,0,0,conventional,2015,BuffaloRochester
23,7/19/2015,1.36,128846.15,1165.75,54492.85,2205.14,70982,70982,0,0,conventional,2015,BuffaloRochester
24,7/12/2015,1.45,127351.46,1119.38,47294.67,4714.73,74223,73796,427,0,conventional,2015,BuffaloRochester
25,7/5/2015,1.47,140413.9,1503.1,56925.46,6707.85,75277,74371,907,0,conventional,2015,BuffaloRochester
26,6/28/2015,1.36,137246.7,1235.69,51801.73,5397.32,78812,78750,62,0,conventional,2015,BuffaloRochester
27,6/21/2015,1.5,108655.36,1254.83,47845.57,5424.52,54130,54130,0,0,conventional,2015,BuffaloRochester
28,6/14/2015,1.34,149376.79,1183.9,48286.51,4432.54,95474,95474,0,0,conventional,2015,BuffaloRochester
29,6/7/2015,1.38,130908.11,779.02,57999.61,138.81,71991,71991,0,0,conventional,2015,BuffaloRochester
30,5/31/2015,1.4,130841.08,1039.49,54249.06,79.38,75473,75473,0,0,conventional,2015,BuffaloRochester
31,5/24/2015,1.43,121942.61,1033.76,55018.95,103.94,65786,65742,44,0,conventional,2015,BuffaloRochester
32,5/17/2015,1.35,137050.23,932.52,61668.49,56.53,74393,73415,978,0,conventional,2015,BuffaloRochester
33,5/10/2015,1.33,170547.18,1321.83,73754.3,185.16,95286,94833,453,0,conventional,2015,BuffaloRochester
34,5/3/2015,1.42,136771.79,946.38,50266.22,81.86,85477,84332,1102,43,conventional,2015,BuffaloRochester
35,4/26/2015,1.41,136964.3,1117.56,49556.91,106.4,86183,85503,640,40,conventional,2015,BuffaloRochester
36,4/19/2015,1.42,139612.52,1021.72,52954.82,59.18,85577,85057,520,0,conventional,2015,BuffaloRochester
37,4/12/2015,1.42,118172.53,884.02,45443.61,92.75,71752,70938,814,0,conventional,2015,BuffaloRochester
38,4/5/2015,1.44,124145.62,969.27,51023.86,95.69,72057,71409,598,50,conventional,2015,BuffaloRochester
39,3/29/2015,1.39,119890.65,1352.63,48430.03,80.52,70027,69919,108,0,conventional,2015,BuffaloRochester
40,3/22/2015,1.4,119902.96,3090.55,45420.06,48.2,71344,71289,56,0,conventional,2015,BuffaloRochester
41,3/15/2015,1.47,103413.11,3500.48,45688.61,66.42,54158,54046,111,0,conventional,2015,BuffaloRochester
42,3/8/2015,1.35,125724.96,1072.46,61973.56,102.31,62577,62217,360,0,conventional,2015,BuffaloRochester
43,3/1/2015,1.43,112363.86,1032.92,41685.04,104.16,69542,69480,62,0,conventional,2015,BuffaloRochester
44,2/22/2015,1.41,109546.92,1709.23,45393.96,131.72,62312,61765,547,0,conventional,2015,BuffaloRochester
45,2/15/2015,1.44,100207.14,1520.76,43271.55,57.76,55357,55233,124,0,conventional,2015,BuffaloRochester
46,2/8/2015,1.36,132760.1,1822.41,66261.92,161.96,64514,63918,596,0,conventional,2015,BuffaloRochester
47,2/1/2015,1.33,153920.35,2117.73,64770.55,112.49,86920,86848,71,0,conventional,2015,BuffaloRochester
48,1/25/2015,1.5,114052.94,1321.19,54007.48,74.53,58650,57910,740,0,conventional,2015,BuffaloRochester
49,1/18/2015,1.52,107040.29,1625.26,61859.85,133.29,43422,43420,2,0,conventional,2015,BuffaloRochester
50,1/11/2015,1.54,106221.32,1642.25,50985.2,79.61,53514,53514,0,0,conventional,2015,BuffaloRochester
51,1/4/2015,1.4,116253.44,3267.97,55693.04,109.55,57183,57183,0,0,conventional,2015,BuffaloRochester
0,12/27/2015,0.9,5040365.47,1833946.59,1760956.02,232755.85,1212707,1090140,110737,11830,conventional,2015,California
1,12/20/2015,0.94,4695737.21,1676601.43,1543280.76,266689.82,1209165,1061704,136747,10715,conventional,2015,California
2,12/13/2015,0.87,5259354.3,1806690.08,1627240.76,232985.13,1592438,1404012,180150,8276,conventional,2015,California
3,12/6/2015,0.78,5775536.27,1943065.5,2100246.17,221957.26,1510267,1376641,126664,6962,conventional,2015,California
4,11/29/2015,0.91,4575710.62,1461699.38,1810202.7,222311.07,1081497,991569,82338,7590,conventional,2015,California
5,11/22/2015,0.92,4804278.16,1602215.57,1917124.52,215632.16,1069306,979613,82444,7249,conventional,2015,California
6,11/15/2015,0.83,5755190.69,2243013.44,2164098.99,195159.32,1152919,1091769,53798,7352,conventional,2015,California
7,11/8/2015,0.98,5148983.51,2317858.81,1758964.54,216523.58,855637,813006,36306,6324,conventional,2015,California
8,11/1/2015,0.95,5830427.96,2369824.75,2596785.28,211901.97,651916,626994,19805,5118,conventional,2015,California
9,10/25/2015,1.12,4592461.81,1733791.31,2025016.15,215622.63,618032,606393,7596,4043,conventional,2015,California
10,10/18/2015,1.07,4999031.79,1847991.31,2286235.79,217814.17,646991,633894,10780,2317,conventional,2015,California
11,10/11/2015,1.08,5063309.38,1757211.58,2530023.18,221032.74,555042,533478,18373,3191,conventional,2015,California
12,10/4/2015,1.02,4943781.29,1461112.39,2788317.94,222260.58,472090,442924,25572,3594,conventional,2015,California
13,9/27/2015,1.04,5216784.63,1860050.39,2635028.38,206460.07,515246,496868,13336,5042,conventional,2015,California
14,9/20/2015,1.14,4759791.13,1702965.49,2230693.51,273922.36,552210,529779,17304,5126,conventional,2015,California
15,9/13/2015,1.13,5106508.12,1863270.81,2388023.33,270794.34,584420,502057,76298,6065,conventional,2015,California
16,9/6/2015,1.09,5806392.78,2859325.91,2077193.6,240185,629688,591630,33545,4513,conventional,2015,California
17,8/30/2015,1.08,5647385.15,3104607.82,1660274.32,233027.36,649476,640601,5989,2886,conventional,2015,California
18,8/23/2015,1.18,5193221,2626977.95,1798911.33,222082.91,545249,535184,6574,3491,conventional,2015,California
19,8/16/2015,1.11,5616434.08,3098708.55,1731349,208724.73,577652,572197,2082,3372,conventional,2015,California
20,8/9/2015,1.1,6232081.27,3260775.73,2196704.97,193831.6,580769,570729,7357,2684,conventional,2015,California
21,8/2/2015,1.16,5428238.87,2940145.82,1737845.94,183471.03,566776,559588,4954,2235,conventional,2015,California
22,7/26/2015,1.13,5557616.27,3112921.78,1636659.9,209427.05,598608,590750,5181,2676,conventional,2015,California
23,7/19/2015,1.18,5225200.52,2805887.74,1629871.75,188207.47,601234,577737,20674,2823,conventional,2015,California
24,7/12/2015,1.13,5451636.92,2747299.98,1923893.11,157478.05,622966,601359,18032,3575,conventional,2015,California
25,7/5/2015,1.12,6718011.83,3581149.88,2120303.06,254187.47,762371,731692,27317,3362,conventional,2015,California
26,6/28/2015,1.1,5641742.02,3163839.74,1610910.07,212173.21,654819,630301,21862,2656,conventional,2015,California
27,6/21/2015,1.07,5952597.29,3328631.93,1743509.25,218423.77,662032,634245,24278,3510,conventional,2015,California
28,6/14/2015,0.97,6741662.31,4075881.34,1771908.98,210670.82,683201,657421,22961,2819,conventional,2015,California
29,6/7/2015,0.98,6374842.9,3614314.44,1860329.3,221330.48,678869,651945,23422,3502,conventional,2015,California
30,5/31/2015,0.98,6236903.31,3620440.35,1826496.62,209443.33,580523,554225,23083,3215,conventional,2015,California
31,5/24/2015,1.1,5621713.64,2978396.74,1873205.91,195991.06,574120,546421,24486,3213,conventional,2015,California
32,5/17/2015,1.08,5289138.5,2923673.93,1649623.66,168597.35,547244,525805,18497,2942,conventional,2015,California
33,5/10/2015,0.93,6650357.96,4085858.78,1735132.32,194575.97,634791,613601,18366,2824,conventional,2015,California
34,5/3/2015,0.88,8567534.49,4340117.03,3403145.1,192473.92,631798,609389,19736,2674,conventional,2015,California
35,4/26/2015,1.15,4923565.04,2421009.67,1729486.77,196469.02,576600,548252,26484,1863,conventional,2015,California
36,4/19/2015,1.05,5871080.81,3024466.22,2070974.14,177354.82,598286,524768,71989,1529,conventional,2015,California
37,4/12/2015,1.06,5636644.51,2848184,1988818.23,185198.77,614444,532714,79865,1864,conventional,2015,California
38,4/5/2015,1.12,5467155.55,2754464.87,1886168.89,225396.85,601125,539258,59212,2655,conventional,2015,California
39,3/29/2015,1.1,5341821.67,2609532.63,1869271.31,193577.55,669440,605995,61959,1486,conventional,2015,California
40,3/22/2015,1.06,5571812.77,2348618.25,2314393.94,195791.46,713009,681404,30059,1546,conventional,2015,California
41,3/15/2015,1.06,5557163.11,2962520.41,1737353.95,194761.49,662527,632904,27625,1999,conventional,2015,California
42,3/8/2015,0.96,5990243.89,3484274.6,1649936.05,184720.58,671313,642307,27241,1765,conventional,2015,California
43,3/1/2015,0.84,6700134.25,3516551.29,2460932.41,170580.54,552070,515386,34846,1838,conventional,2015,California
44,2/22/2015,0.96,5951871.32,3210177.22,1933699.49,172675.88,635319,596185,36941,2193,conventional,2015,California
45,2/15/2015,0.96,5699944.93,3315163.6,1620462.13,169907.54,594412,544991,47018,2403,conventional,2015,California
46,2/8/2015,0.91,5871224.58,2908845.38,2200393.89,149458.93,612526,553683,56311,2533,conventional,2015,California
47,2/1/2015,0.85,9032180.67,4794142.14,3460743.8,177145.49,600149,556205,41203,2741,conventional,2015,California
48,1/25/2015,1.06,4929884.26,2380955.61,1827783.28,150535.5,570610,521004,46809,2796,conventional,2015,California
49,1/18/2015,1.02,5570915.26,2780859.66,2108450.36,121614.31,559991,520299,36501,3190,conventional,2015,California
50,1/11/2015,0.92,6024932.34,2889591.29,2485720.1,103573.42,546048,510560,31874,3613,conventional,2015,California
51,1/4/2015,0.93,5777334.9,2843648.26,2267755.26,137479.64,528452,477193,47883,3376,conventional,2015,California
0,12/27/2015,0.96,156698.24,33070.27,62956.24,23041.69,37630,35130,2500,0,conventional,2015,Charlotte
1,12/20/2015,0.98,139917.89,29500.04,55520.58,19842.51,35055,33273,1782,0,conventional,2015,Charlotte
2,12/13/2015,0.95,157146.19,31727.46,62544.19,23842.95,39032,35793,3239,0,conventional,2015,Charlotte
3,12/6/2015,0.99,156114.08,34117.36,63074.74,28482.72,30439,28182,2257,0,conventional,2015,Charlotte
4,11/29/2015,0.95,138858.86,31911.11,53470.54,22685.8,30791,27376,3415,0,conventional,2015,Charlotte
5,11/22/2015,1,133618.33,30028.69,53644.97,24221.58,25723,22228,3495,0,conventional,2015,Charlotte
6,11/15/2015,1.01,169281.16,28543.88,80244.55,36860.51,23632,21132,2500,0,conventional,2015,Charlotte
7,11/8/2015,1.03,164322.04,30860.74,54456.01,49282.25,29723,28076,1647,0,conventional,2015,Charlotte
8,11/1/2015,1.11,171793.87,33371.6,47079.68,53968.86,37374,32848,4526,0,conventional,2015,Charlotte
9,10/25/2015,1.27,140920.61,23093.86,38356.83,44882.51,34587,30219,4368,0,conventional,2015,Charlotte
10,10/18/2015,1.26,156565.98,22805.02,54518.85,44707.32,34535,31177,3358,0,conventional,2015,Charlotte
11,10/11/2015,1.14,167396.56,22941.59,45669.33,58989.81,39796,33103,6693,0,conventional,2015,Charlotte
12,10/4/2015,1.22,146737.74,23648.94,44671.1,40366.93,38051,30389,7662,0,conventional,2015,Charlotte
13,9/27/2015,1.09,168780.22,24397.92,54210.03,58551.64,31621,27053,4567,0,conventional,2015,Charlotte
14,9/20/2015,1.2,161443.98,25922.66,46906.06,41261.83,47353,38940,8413,0,conventional,2015,Charlotte
15,9/13/2015,1.19,171077.53,30122.92,41616.87,36469.43,62868,56910,5958,0,conventional,2015,Charlotte
16,9/6/2015,1.01,227728.43,35126.74,62187.49,64372.34,66042,59198,6844,0,conventional,2015,Charlotte
17,8/30/2015,1.2,179026.88,33511.97,41700.97,38130.29,65684,63371,2313,0,conventional,2015,Charlotte
18,8/23/2015,1.15,203298.37,32280.63,50475.57,41677.6,78865,76846,2018,0,conventional,2015,Charlotte
19,8/16/2015,1.24,178525.52,32128.6,42068.1,41343.26,62986,60769,2216,0,conventional,2015,Charlotte
20,8/9/2015,1.21,173059.32,29915.8,43782.95,37614.3,61746,57783,3963,0,conventional,2015,Charlotte
21,8/2/2015,1.24,179321.9,30200.32,48686.77,39734.9,60700,58628,2072,0,conventional,2015,Charlotte
22,7/26/2015,1.23,173896.82,30901.1,39607.94,39260.71,64127,62054,2073,0,conventional,2015,Charlotte
23,7/19/2015,1.19,187575.03,33382.11,49072.16,39515.29,65605,62471,3135,0,conventional,2015,Charlotte
24,7/12/2015,1.18,182856.82,23580.7,56317.45,35107.11,67852,65681,2170,0,conventional,2015,Charlotte
25,7/5/2015,1.18,216118.9,30803.29,73470.29,40602.17,71243,67865,3378,0,conventional,2015,Charlotte
26,6/28/2015,1.17,193654.01,23693.74,58162.31,42044.35,69754,67989,1765,0,conventional,2015,Charlotte
27,6/21/2015,1.17,201173.1,30951.17,58913.49,38260.1,73048,69426,3622,0,conventional,2015,Charlotte
28,6/14/2015,1.15,207093.88,31247.67,64828.77,41193.22,69824,67842,1982,0,conventional,2015,Charlotte
29,6/7/2015,1.15,199980.3,43524.21,45226.73,38578.8,72651,69124,3527,0,conventional,2015,Charlotte
30,5/31/2015,1.19,194630.86,45688.14,43259.91,44529.73,61153,58991,2162,0,conventional,2015,Charlotte
31,5/24/2015,1.2,212527.72,43628.72,59207.62,46014.43,63677,59663,4014,0,conventional,2015,Charlotte
32,5/17/2015,1.21,190799.99,44340.34,46424.29,40248.52,59787,57584,2203,0,conventional,2015,Charlotte
33,5/10/2015,1.19,192767.09,47626.37,42863.8,38370.27,63907,61760,2147,0,conventional,2015,Charlotte
34,5/3/2015,1,261492.2,50203.31,69446.61,77627.49,64215,58626,5589,0,conventional,2015,Charlotte
35,4/26/2015,1.2,182141.55,39481.13,44796.9,37961.14,59902,58701,1201,0,conventional,2015,Charlotte
36,4/19/2015,1.18,180944.22,38330.46,41954.32,36041.12,64618,63182,1436,0,conventional,2015,Charlotte
37,4/12/2015,1.17,204005.24,48793.38,50390.01,39638.34,65184,61787,3396,0,conventional,2015,Charlotte
38,4/5/2015,1.19,177919.28,43112.4,40448.49,36210.12,58148,56451,1599,99,conventional,2015,Charlotte
39,3/29/2015,1.23,178788.49,34498.06,50741.07,40688.42,52861,51856,1005,0,conventional,2015,Charlotte
40,3/22/2015,1.19,182876.15,41638.46,44726.81,37099.23,59412,56444,2968,0,conventional,2015,Charlotte
41,3/15/2015,1.19,183944.05,39138.41,48595.62,43739.93,52470,51028,1442,0,conventional,2015,Charlotte
42,3/8/2015,1.25,159386.69,29980.15,39244.64,36249.61,53912,52538,1374,0,conventional,2015,Charlotte
43,3/1/2015,1.18,176146.34,45465.24,40006.65,34948.86,55726,52874,2852,0,conventional,2015,Charlotte
44,2/22/2015,1.08,201741.43,44679.57,48498.63,61590.31,46973,44920,2053,0,conventional,2015,Charlotte
45,2/15/2015,1.22,156798.51,28227.83,38591.73,40430.51,49548,40420,9128,0,conventional,2015,Charlotte
46,2/8/2015,1.17,150139.38,31509.41,35566.91,31778.73,51284,41921,9363,0,conventional,2015,Charlotte
47,2/1/2015,0.98,254009.7,52915.5,71209.89,80813.88,49070,33450,15620,0,conventional,2015,Charlotte
48,1/25/2015,1.18,167270.13,37383.37,44000.75,31576.2,54310,41623,12686,0,conventional,2015,Charlotte
49,1/18/2015,1.25,152671.15,26462.87,40475.81,38677.39,47055,33997,13058,0,conventional,2015,Charlotte
50,1/11/2015,1.26,159942.68,31586.35,38118.77,40801.77,49436,38822,10614,0,conventional,2015,Charlotte
51,1/4/2015,1.19,166006.29,29419.03,47220.75,38568.95,50798,44329,6469,0,conventional,2015,Charlotte
0,12/27/2015,0.93,661137.13,42799,445218.79,78378.25,94741,83067,1618,10057,conventional,2015,Chicago
1,12/20/2015,0.91,690669.34,35724.99,464574.15,96306.3,94064,76241,9593,8230,conventional,2015,Chicago
2,12/13/2015,1.07,668601.5,40380.09,451470.42,94162.53,82588,76829,5694,65,conventional,2015,Chicago
3,12/6/2015,1.14,664020.49,53173.18,455048.11,92888.37,62911,62473,421,17,conventional,2015,Chicago
4,11/29/2015,1.11,602481.22,42851.47,422479.32,74988.97,62161,61863,299,0,conventional,2015,Chicago
5,11/22/2015,0.94,751897.89,34868.5,553545.31,89732.33,73752,73457,294,0,conventional,2015,Chicago
6,11/15/2015,1.17,641881.96,31286.11,441753.6,93857.48,74985,74724,261,0,conventional,2015,Chicago
7,11/8/2015,1.01,711146.61,44528.42,498562.41,101889.32,66166,65842,324,0,conventional,2015,Chicago
8,11/1/2015,1,807041.46,69420.04,562214.56,106536.92,68870,68448,422,0,conventional,2015,Chicago
9,10/25/2015,1.12,687650.27,59161.08,454352.6,108012.41,66124,65795,323,6,conventional,2015,Chicago
10,10/18/2015,1.15,690302.58,25883.13,482992.35,118311.09,63116,62077,286,754,conventional,2015,Chicago
11,10/11/2015,1.08,708914.17,16455.46,503813.92,119996.31,68648,65145,529,2975,conventional,2015,Chicago
12,10/4/2015,1.18,675172.63,14268.84,485262.12,105711.4,69930,66015,2240,1675,conventional,2015,Chicago
13,9/27/2015,1.15,720501.55,16483.95,532028.74,101193.84,70795,63370,2923,4501,conventional,2015,Chicago
14,9/20/2015,1.19,729117.42,16477.56,534644.45,103103.75,74892,71196,3317,379,conventional,2015,Chicago
15,9/13/2015,1.19,775671.49,17172.26,546965.49,128619.66,82914,78368,3810,736,conventional,2015,Chicago
16,9/6/2015,1.11,808677.78,17595.54,581941.46,122938.43,86202,82905,3290,7,conventional,2015,Chicago
17,8/30/2015,1.12,773773.53,17363.14,570147.23,112344.22,73919,71627,2205,87,conventional,2015,Chicago
18,8/23/2015,1.2,751850.01,17595.95,550359.51,103622.38,80272,77074,2760,439,conventional,2015,Chicago
19,8/16/2015,1.16,817690.89,19193.94,609692.45,104997.44,83807,80019,3448,341,conventional,2015,Chicago
20,8/9/2015,1.25,731125.01,18237.36,526303.06,104796.41,81788,79510,1905,373,conventional,2015,Chicago
21,8/2/2015,1.27,761027.42,21607.12,559825.17,97419.33,82176,79198,2476,502,conventional,2015,Chicago
